KO,Control_1,Control_2,Control_3,Control_4,Control_5,SO4_1,SO4_2,SO4_3,SO4_4,SO4_5,ASW_1,ASW_2,ASW_3,ASW_4,ASW_5,ASW_S_2,ASW_S_4,ASW_S_5,SourceSoil_1,SourceSoil_2,SourceSoil_3,SourceSoil_4,SourceSoil_5,Fxn
K00167,1060,795,1147,1259,1168,1247,2618,1381,1960,760,546,326,821,1163,1262,447,581,1018,1481,1036,1077,1126,1229,2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]
K00169,1388,1029,1643,1732,1381,1640,3383,1782,2717,731,1181,960,1785,1000,1874,1217,1345,1673,883,538,735,631,832,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]
K00170,1195,1030,1401,1355,1167,1429,2948,1460,2406,595,882,890,1428,708,1691,939,1174,1247,683,487,504,537,615,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]
K00171,607,476,711,766,411,726,1399,772,1247,161,333,113,429,91,861,257,363,484,191,95,119,134,179,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
K00172,274,158,610,394,397,238,617,397,448,165,294,295,529,437,633,679,449,791,330,203,201,177,266,pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
K00174,4361,3362,5603,5546,4890,4647,9633,5682,7245,2871,3147,2268,4548,3747,5123,2794,3497,4720,4908,3458,3471,3832,4031,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
K00175,2635,2062,3466,3226,2915,2926,5857,3210,4409,1684,1756,1459,2861,2379,3225,1784,2228,3310,2992,2165,2312,2376,2750,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]
K00176,520,378,873,696,429,590,1312,838,1046,155,151,85,417,143,581,258,302,386,234,110,117,214,210,2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
K00177,392,269,776,540,326,457,910,642,729,161,202,81,342,135,586,269,269,405,237,145,122,169,252,2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
K00179,515,421,617,472,842,542,1343,630,959,458,608,603,936,638,632,570,876,884,765,679,644,614,773,"indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]"
K00180,170,166,295,248,315,280,468,293,417,135,150,89,296,306,308,107,204,416,345,342,302,259,341,"indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]"
K00181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,porcupine
K00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"wingless-type MMTV integration site family, member 2"
K00183,149,105,291,212,155,167,326,225,237,34,113,66,120,60,170,151,80,172,44,59,32,23,56,"prokaryotic molybdopterin-containing oxidoreductase family, molybdopterin binding subunit"
K00184,2829,2164,3086,3334,3104,3186,6087,3692,4763,1195,1275,680,2052,1387,3350,766,1258,1338,2991,1751,1782,2303,2669,"prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit"
K00185,2005,1618,2556,2358,2119,2265,4190,2510,3058,867,956,434,1545,1024,2393,578,840,999,2055,1309,1404,1698,2020,"prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit"
K00186,606,536,743,856,496,754,1604,914,1190,229,318,116,507,219,743,283,382,634,284,145,169,236,274,"2-oxoisovalerate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.7]"
K00187,690,574,869,903,666,850,1844,1104,1355,191,321,136,538,220,839,306,381,559,336,184,185,242,355,"2-oxoisovalerate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.7]"
K00188,297,248,320,337,214,350,712,439,583,53,107,48,151,53,227,63,123,144,93,32,58,64,78,"2-oxoisovalerate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.7]"
K00189,5,6,22,23,15,13,27,22,12,5,11,6,32,18,22,44,16,82,27,29,16,16,27,"2-oxoisovalerate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.7]"
K00192,3,3,5,11,0,11,45,21,3,14,45,75,66,44,245,20,49,12,34,19,17,16,15,acetyl-CoA decarbonylase/synthase complex subunit alpha [EC:1.2.7.4]
K00193,11,6,6,6,0,21,44,24,7,11,51,48,98,21,483,9,75,10,0,15,28,4,5,acetyl-CoA decarbonylase/synthase complex subunit beta [EC:2.3.1.-]
K00194,38,20,116,29,30,41,129,79,106,22,50,52,87,20,323,169,86,59,26,18,41,38,28,acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]
K00195,0,0,0,0,0,10,9,0,0,3,18,22,19,7,138,0,32,3,0,0,5,0,5,acetyl-CoA decarbonylase/synthase complex subunit epsilon
K00196,8,5,64,6,7,31,48,52,68,3,27,30,27,18,22,87,18,46,2,6,2,2,11,carbon-monoxide dehydrogenase iron sulfur subunit
K00197,37,27,153,39,4,58,160,100,106,23,70,72,100,30,438,199,107,60,36,37,20,28,46,acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]
K00198,46,13,242,41,20,87,198,156,164,25,26,37,72,9,251,192,73,115,37,17,20,30,46,carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.99.2 1.2.7.4]
K00200,100,119,140,94,178,148,252,143,180,143,115,107,201,231,498,152,201,182,161,217,215,110,125,formylmethanofuran dehydrogenase subunit A [EC:1.2.99.5]
K00201,83,94,163,64,98,93,188,145,201,78,89,41,119,134,290,295,176,180,151,150,131,97,83,formylmethanofuran dehydrogenase subunit B [EC:1.2.99.5]
K00202,78,52,158,39,90,72,218,135,191,59,111,63,117,116,352,442,131,162,104,101,118,95,83,formylmethanofuran dehydrogenase subunit C [EC:1.2.99.5]
K00203,18,0,67,0,2,11,24,44,53,0,33,24,28,21,207,103,54,44,52,9,13,25,23,formylmethanofuran dehydrogenase subunit D [EC:1.2.99.5]
K00204,0,0,0,0,0,0,0,0,0,0,14,16,3,15,0,0,8,0,0,0,0,0,0,4Fe-4S ferredoxin
K00205,12,2,35,6,0,12,24,11,31,0,59,42,48,27,130,160,67,12,7,7,3,3,0,4Fe-4S ferredoxin
K00207,0,0,0,2,22,0,3,0,2,0,2,0,4,14,8,2,0,0,32,10,11,14,14,dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]
K00208,1534,1453,886,1485,1950,1736,3541,1559,2675,1130,981,1079,1582,1757,1268,673,1316,1465,1573,1394,1383,1331,1495,enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00209,141,71,71,147,284,131,248,113,181,34,87,79,152,32,182,54,63,191,198,127,92,149,123,enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
K00210,56,83,68,77,113,98,183,112,145,20,68,36,113,38,138,28,54,63,76,32,35,87,72,prephenate dehydrogenase [EC:1.3.1.12]
K00211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prephenate dehydrogenase (NADP+) [EC:1.3.1.13]
K00212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase [EC:1.3.1.20]"
K00213,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,4,7-dehydrocholesterol reductase [EC:1.3.1.21]
K00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,biliverdin reductase [EC:1.3.1.24]
K00215,1303,1125,1618,1698,1925,1603,3484,1774,2688,916,1042,1172,1779,1615,1800,1176,1427,1732,1660,1028,1147,1237,1439,4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
K00216,7,18,12,24,20,23,18,21,74,6,11,28,30,54,10,3,18,23,18,8,13,23,11,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]"
K00217,175,221,111,251,321,246,446,183,344,166,188,145,229,284,156,55,166,256,164,221,187,153,118,maleylacetate reductase [EC:1.3.1.32]
K00218,10,4,6,3,18,6,24,9,9,4,8,23,22,14,5,11,11,18,5,7,4,4,0,protochlorophyllide reductase [EC:1.3.1.33]
K00219,311,330,200,314,440,374,822,279,481,360,440,585,845,551,192,306,655,573,240,333,301,175,251,"2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]"
K00220,203,190,149,211,249,210,385,199,266,167,85,86,132,356,143,48,124,293,375,268,280,337,293,cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]
K00221,9,5,0,20,22,7,15,3,14,0,17,8,20,0,11,14,22,10,0,0,3,0,0,alkylmercury lyase [EC:4.99.1.2]
K00222,3,0,5,0,0,3,2,4,0,0,2,0,42,0,40,11,22,4,11,6,20,4,2,delta14-sterol reductase [EC:1.3.1.70]
K00223,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,delta24(24(1))-sterol reductase [EC:1.3.1.71]
K00225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]"
K00226,1011,892,1039,1182,1209,1356,2602,1313,2221,629,800,813,1300,859,1157,699,1045,769,703,384,447,462,527,dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00227,12,20,0,10,32,17,21,3,38,16,0,0,5,14,0,0,0,10,93,70,64,84,98,delta7-sterol 5-desaturase [EC:1.14.19.20]
K00228,182,201,108,219,326,212,435,249,339,196,84,77,138,363,91,46,96,457,608,418,422,431,546,coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230,435,402,438,398,777,474,1328,498,1107,334,821,1257,1165,559,468,876,1278,778,174,173,145,128,128,menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231,1226,902,1114,1403,1500,1312,3024,1546,2276,616,979,1114,1484,1201,1511,643,1170,911,903,527,540,529,781,oxygen-dependent protoporphyrinogen oxidase [EC:1.3.3.4]
K00232,7,15,4,9,30,12,31,3,4,18,15,25,46,227,0,10,12,11,13,48,37,4,5,acyl-CoA oxidase [EC:1.3.3.6]
K00234,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K00235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
K00236,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
K00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,succinate dehydrogenase (ubiquinone) membrane anchor subunit
K00239,3456,2493,3772,3922,3909,3607,7141,3780,5091,2521,2581,2309,3510,4040,3612,1912,2818,3748,4506,3421,3597,3639,4009,"succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"
K00240,1877,1506,2062,2183,2582,2138,4135,2110,3117,1420,1440,1418,2211,2098,2072,1258,1744,2328,2442,1733,1700,1737,2157,"succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"
K00241,1041,707,1330,1155,1206,1121,2358,1255,1913,666,596,474,1041,1115,1215,722,745,1359,1221,849,912,967,1045,"succinate dehydrogenase / fumarate reductase, cytochrome b subunit"
K00242,222,175,494,257,373,323,586,355,440,183,148,85,218,420,234,168,220,487,421,380,320,379,358,"succinate dehydrogenase / fumarate reductase, membrane anchor subunit"
K00243,5,0,4,0,0,6,8,0,0,3,10,0,0,44,3,2,0,2,4,3,3,5,8,uncharacterized protein
K00244,681,555,540,757,825,712,1445,810,1245,328,404,243,484,569,545,314,481,634,1278,957,825,872,1046,fumarate reductase flavoprotein subunit [EC:1.3.5.4]
K00245,111,145,107,95,88,149,272,133,224,89,34,25,47,137,113,9,67,169,278,196,136,209,218,fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
K00246,82,77,50,75,63,75,181,87,124,52,30,16,36,87,63,4,36,75,156,110,96,106,99,fumarate reductase subunit C
K00247,57,59,79,67,73,78,136,67,91,57,27,12,27,82,51,4,33,79,142,88,102,84,114,fumarate reductase subunit D
K00248,3319,2659,3606,3794,3582,3769,7519,3904,5854,1919,2276,1936,3363,2363,3229,1375,2469,2522,2741,1932,2085,2067,2672,butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249,5384,4499,4450,5812,7953,5984,12250,5778,9996,4605,5020,5503,7621,7822,4486,3982,6263,7942,6737,5385,5544,4835,5889,acyl-CoA dehydrogenase [EC:1.3.8.7]
K00251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]
K00252,1809,1748,1510,1885,2542,2213,4087,1920,3288,1793,2050,2170,2869,2673,1683,1151,2228,1839,2126,1845,1614,1582,1835,glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253,409,332,303,491,648,425,848,407,619,416,294,196,396,585,356,285,347,1016,727,617,703,628,660,isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254,339,352,299,386,648,341,853,384,758,341,488,614,641,679,347,283,512,685,637,510,479,427,588,dihydroorotate dehydrogenase [EC:1.3.5.2]
K00255,42,58,15,45,97,63,93,29,88,66,74,72,152,103,24,57,106,57,28,26,28,8,13,long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
K00256,1250,1119,1282,1557,1489,1435,3312,1646,2377,712,940,879,1579,659,1165,778,1102,1374,717,495,589,539,614,isoquinoline 1-oxidoreductase [EC:1.3.99.16]
K00257,7293,6474,6042,8199,11253,8252,17192,7826,12789,7493,8692,10740,12870,9860,6319,5909,10493,9882,7806,6436,6668,5502,6373,
K00259,760,763,648,749,1245,899,1816,872,1495,927,953,1117,1398,1602,907,914,1049,1258,1224,1080,1061,959,1026,alanine dehydrogenase [EC:1.4.1.1]
K00260,110,38,253,159,122,78,232,56,120,37,79,58,107,131,154,85,81,140,162,123,118,117,174,glutamate dehydrogenase [EC:1.4.1.2]
K00261,2136,1600,2806,2671,2469,2408,4983,2900,3667,1213,1453,1013,2080,1520,2643,1428,1564,2225,2428,1483,1524,1714,2188,glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262,1079,877,1011,1156,1039,1223,2289,1188,1744,592,703,512,906,614,1071,449,724,681,537,321,274,398,532,glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263,78,58,76,90,124,93,211,42,164,121,88,84,132,415,138,169,146,316,361,259,271,233,293,leucine dehydrogenase [EC:1.4.1.9]
K00264,10,15,8,11,22,0,14,1,15,3,0,0,2,0,0,5,0,11,10,6,7,3,7,glutamate synthase (NADPH/NADH) [EC:1.4.1.13 1.4.1.14]
K00265,4340,3552,3792,4782,5373,4606,8737,4685,6398,4030,3803,3584,4852,5622,4573,2514,3848,3913,5767,4587,4646,4367,4638,glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]
K00266,2692,2162,2581,3278,3130,3055,6217,3321,4504,1760,2009,1668,2979,2775,3353,1907,2207,2947,2674,1967,1842,2042,2426,glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]
K00270,0,0,0,0,0,0,0,0,0,0,7,0,0,11,2,0,0,0,0,0,0,0,0,phenylalanine dehydrogenase [EC:1.4.1.20]
K00271,145,105,25,71,292,138,309,66,192,167,300,544,447,278,63,153,339,226,12,50,39,33,11,valine dehydrogenase (NAD+) [EC:1.4.1.23]
K00272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D-aspartate oxidase [EC:1.4.3.1]
K00273,96,113,19,94,321,142,360,107,218,158,387,547,525,196,74,199,409,219,71,78,79,35,50,D-amino-acid oxidase [EC:1.4.3.3]
K00274,714,739,511,745,1331,843,2063,757,1568,692,754,814,1156,1194,565,509,962,1355,951,704,738,784,827,monoamine oxidase [EC:1.4.3.4]
K00275,266,371,169,302,623,407,751,334,633,433,537,705,748,1016,348,333,649,687,580,546,540,490,521,pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276,647,717,318,459,1296,637,1689,522,1221,1007,1403,1912,2141,1490,630,918,1631,983,228,495,435,198,232,primary-amine oxidase [EC:1.4.3.21]
K00277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,protein-lysine 6-oxidase [EC:1.4.3.13]
K00278,941,709,1122,1217,1192,1006,2721,1314,1867,693,888,962,1423,1185,1314,810,934,1309,1062,863,727,839,973,L-aspartate oxidase [EC:1.4.3.16]
K00279,0,0,37,2,0,0,5,6,11,0,0,0,0,0,0,3,0,2,11,0,8,9,11,cytokinin dehydrogenase [EC:1.5.99.12]
K00280,0,0,0,0,0,5,0,0,0,0,0,0,2,23,0,0,0,0,2,0,0,0,0,lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]
K00281,585,640,204,511,1160,632,1223,401,847,813,1071,1541,1422,1413,603,586,1025,1030,991,944,775,722,778,glycine dehydrogenase [EC:1.4.4.2]
K00282,1374,945,1880,1720,1437,1525,3044,1885,2578,633,789,315,1267,1076,1611,787,882,1502,1376,945,1011,1089,1276,glycine dehydrogenase subunit 1 [EC:1.4.4.2]
K00283,1541,1139,2079,1855,1626,1856,3553,2141,2919,901,883,455,1376,1251,2018,970,1033,1633,1634,1072,1254,1165,1546,glycine dehydrogenase subunit 2 [EC:1.4.4.2]
K00284,1864,1519,2182,2367,2009,2239,4571,2437,3454,1071,1269,549,1725,1400,2751,1105,1011,1598,2600,1588,1763,1922,2108,glutamate synthase (ferredoxin) [EC:1.4.7.1]
K00285,291,307,313,347,441,389,897,474,741,291,206,167,409,663,175,121,328,747,661,542,559,496,554,D-amino-acid dehydrogenase [EC:1.4.99.-]
K00286,1071,852,1167,1317,1365,1219,2996,1426,2301,722,759,881,1393,1454,1299,616,935,1320,1196,813,823,889,940,pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287,165,153,135,167,237,125,411,152,251,134,121,84,207,402,245,142,183,367,280,300,224,274,280,dihydrofolate reductase [EC:1.5.1.3]
K00288,112,115,98,172,141,98,288,108,169,45,140,74,139,99,271,65,88,142,159,65,70,74,109,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]
K00289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290,125,116,386,215,169,187,468,314,336,82,105,47,246,197,232,317,200,609,80,75,75,47,70,"saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]"
K00291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"saccharopine dehydrogenase (NADP+, L-lysine forming) [EC:1.5.1.8]"
K00292,6,0,0,0,5,3,9,3,3,3,4,12,8,181,0,0,6,13,5,15,18,6,5,"saccharopine dehydrogenase (NAD+, L-glutamate forming) [EC:1.5.1.9]"
K00293,47,8,94,50,19,54,142,145,106,6,11,0,15,14,66,4,27,41,11,0,20,6,10,"saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]"
K00294,1319,1170,1885,1612,1736,1588,3431,1928,2512,962,1399,1201,1979,1824,1847,1527,1582,1774,1588,1036,1010,1072,1229,1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,3,methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]
K00296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D-nopaline dehydrogenase [EC:1.5.1.19]
K00297,1133,998,926,1150,1881,1275,2809,1185,2268,1232,1579,2154,2119,1954,1141,1071,1793,1886,1299,1182,1162,1116,1287,methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K00298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]
K00299,232,234,83,217,448,250,565,201,495,276,479,806,759,559,239,324,523,405,212,201,173,136,197,FMN reductase [EC:1.5.1.38]
K00301,293,207,288,274,605,306,767,328,545,427,624,830,887,784,257,616,740,715,566,456,451,433,470,sarcosine oxidase [EC:1.5.3.1]
K00302,407,385,363,516,735,581,1296,647,1080,523,372,335,635,1001,362,226,418,1086,867,736,730,684,700,"sarcosine oxidase, subunit alpha [EC:1.5.3.1]"
K00303,1135,811,1179,1399,1974,1261,2875,1586,2485,1080,1390,1682,2251,1613,1197,1211,1652,2419,1354,1054,1082,1010,1218,"sarcosine oxidase, subunit beta [EC:1.5.3.1]"
K00304,63,70,65,78,118,103,268,104,216,73,84,46,116,217,62,29,101,182,215,171,138,168,133,"sarcosine oxidase, subunit delta [EC:1.5.3.1]"
K00305,43,49,47,45,113,76,168,80,176,42,65,30,78,131,55,27,58,122,101,58,107,71,77,"sarcosine oxidase, subunit gamma [EC:1.5.3.1]"
K00306,30,19,21,27,103,22,53,17,70,6,65,22,83,15,25,83,100,32,25,25,20,89,49,sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,reticuline oxidase [EC:1.21.3.3]
K00308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N1-acetylpolyamine oxidase [EC:1.5.3.13]
K00310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pyrimidodiazepine synthase [EC:1.5.4.1]
K00311,1598,1253,1569,1967,1770,1824,3873,1853,2810,923,761,412,1204,1385,1599,474,808,1318,1965,1486,1428,1538,1787,electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"wingless-type MMTV integration site family, member 3"
K00313,408,285,536,529,555,338,862,520,638,329,521,609,750,455,385,533,520,793,139,121,148,89,147,electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]
K00314,5,0,3,0,0,0,11,0,16,2,5,0,8,3,0,0,0,16,0,0,1,0,8,sarcosine dehydrogenase [EC:1.5.8.3]
K00315,391,284,223,353,621,404,964,387,661,670,592,1053,814,864,266,369,771,721,649,473,552,672,509,dimethylglycine dehydrogenase [EC:1.5.8.4]
K00316,1604,1466,1241,1831,1655,1767,3798,1894,2901,789,691,249,974,863,1768,240,714,488,1074,668,625,797,1029,spermidine dehydrogenase [EC:1.5.99.6]
K00317,139,134,59,122,333,141,415,208,299,229,190,276,326,482,79,113,309,389,331,236,291,211,235,dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
K00318,1077,868,1379,1290,1241,1262,2668,1451,1822,722,833,876,1235,1152,1273,792,1042,1015,942,679,730,732,839,proline dehydrogenase [EC:1.5.-.-]
K00319,4,6,85,3,3,4,22,50,17,0,27,25,40,16,107,90,44,22,1,0,0,0,0,methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]
K00320,677,523,1062,839,778,799,1581,925,1403,452,594,660,883,990,735,583,742,1075,841,615,676,613,816,"5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]"
K00322,1305,1335,873,1455,1622,1586,3398,1370,2362,729,1194,1253,1556,848,1495,687,1124,871,866,462,504,639,782,NAD(P) transhydrogenase [EC:1.6.1.1]
K00323,0,0,0,11,0,4,7,0,1,0,3,0,3,0,0,5,4,0,0,0,3,0,0,NAD(P) transhydrogenase [EC:1.6.1.2]
K00324,2265,1969,2021,2615,2982,2627,5290,2587,3808,1820,1691,1647,2849,2708,2575,1586,2081,3081,2695,1973,1946,1956,2219,NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]
K00325,1909,1487,1643,2265,2454,2048,3831,2069,3129,1464,1534,1587,2201,2468,1955,1151,1756,2431,2205,1780,1917,1817,2078,NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]
K00326,0,0,0,0,0,0,4,3,0,7,0,0,7,0,6,4,0,0,11,5,7,12,5,cytochrome-b5 reductase [EC:1.6.2.2]
K00327,10,4,9,2,3,3,0,6,7,0,21,0,17,3,4,0,0,7,3,0,4,0,6,NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
K00329,0,0,0,4,0,3,4,0,0,4,3,0,0,0,0,0,0,6,7,0,4,4,0,NADH dehydrogenase [EC:1.6.5.3]
K00330,1357,1136,1648,1691,1695,1677,3461,1819,2693,818,999,801,1500,1365,1636,923,1086,1503,1696,1166,1207,1308,1534,NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]
K00331,1824,1409,2104,2052,2248,2095,4115,2137,3271,1265,1284,1188,2096,1809,2065,1096,1468,1805,2303,1509,1515,1675,1973,NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]
K00332,1517,1242,1949,1812,1891,1747,3834,1937,3017,902,1085,888,1718,1431,1874,1023,1214,1734,1869,1152,1227,1338,1554,NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]
K00333,3226,2523,3581,3602,3783,3410,6827,3825,5322,2139,2321,1585,3388,3118,3570,2066,2396,3127,3940,2635,2707,2948,3121,NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]
K00334,1195,958,1170,1148,1557,1257,2606,1418,2177,805,861,738,1493,1412,1527,724,1000,1335,1304,930,957,1008,1317,NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]
K00335,2888,2587,3164,3285,4201,3410,7282,3769,5144,2472,2469,2158,3991,3609,4010,1871,2840,3084,3577,2716,2810,2781,3145,NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]
K00336,2637,2182,2284,2813,3236,2944,6054,2927,4542,1991,2042,2086,3223,3061,3177,1561,2282,2385,3156,2302,2206,2426,2770,NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]
K00337,2780,2148,3275,3347,3257,3097,6452,3510,4865,1759,1734,1509,3104,2483,3284,1703,2073,2888,3170,2199,2157,2383,2837,NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]
K00338,1636,1389,1950,1860,2050,2046,4075,2125,3106,1225,1230,929,1662,1758,1847,988,1306,1489,2103,1461,1429,1608,1968,NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K00339,1663,1343,1893,1846,2021,1878,3773,2005,3081,990,1020,939,1715,1550,1873,1054,1271,1710,1728,1141,1232,1482,1522,NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]
K00340,1381,1191,1585,1716,1750,1697,3445,1818,2754,804,993,745,1501,1281,1728,913,1112,1628,1556,990,1014,1189,1361,NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]
K00341,4040,3078,4702,4759,4540,4379,8783,4943,6695,2491,2595,2019,4022,3493,4741,2540,2975,4072,4809,3332,3280,3575,4156,NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00342,3628,2907,4217,4140,4345,4059,7965,4224,6121,2172,2400,1748,3793,3036,4390,2127,2536,3660,4211,2923,2931,3156,3720,NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]
