KO	Sandmound_TuleA_D1	Sandmound_TuleA_D2	Sandmound_TuleB_D1	Sandmound_TuleB_D2	Sandmound_TuleC_D1	Sandmound_TuleC_D2	Sandmound_ThreeSqA_D1_rd	Sandmound_ThreeSqA_D2	Sandmound_ThreeSqB_D1	Sandmound_ThreeSqB_D2	Sandmound_ThreeSqC_D1	Sandmound_ThreeSqC_D2	WestPond_TuleA_D2	WestPond_TuleB_D1	WestPond_TuleB_D2	WestPond_TuleC_D1	WestPond_TuleC_D2	WestPond_CattailA_D1	WestPond_CattailA_D2	WestPond_CattailB_D1	WestPond_CattailC_D2	WestPond_TuleA_D1	MayberryNE_TuleA_D1	MayberryNE_TuleA_D2	MayberryNE_TuleB_D1	MayberryNE_TuleB_D2	MayberryNE_TuleC_D1	MayberryNE_TuleC_D2	MayberryNE_CattailA_D1	MayberryNE_CattailA_D2	MayberryNE_CattailB_D1	MayberryNE_CattailB_D2	MayberryNE_CattailC_D1	MayberryNE_CattailC_D2	MayberrySE_CattailA_D1	MayberrySE_CattailA_D2	MayberrySE_CattailB_D1	MayberrySE_TuleA_D1	MayberryNW_TuleA_D1	MayberryNW_TuleA_D2	MayberryNW_TuleB_D1	MayberryNW_TuleB_D2	MayberryNW_TuleC_D1	MayberryNW_TuleC_D2	MayberryNW_CattailA_D1	MayberryNW_CattailA_D2	MayberryNW_CattailB_D1	MayberryNW_CattailB_D2	MayberryNW_CattailC_D1	MayberryNW_CattailC_D2	Browns_TuleA_D1	Browns_TuleA_D2	Browns_TuleB_D1	Browns_TuleB_D2	Browns_TuleC_D1	Browns_ThreeSqA_D1	Browns_ThreeSqA_D2	Browns_ThreeSqB_D1	Browns_ThreeSqB_D2	Browns_ThreeSqC_D1	Browns_ThreeSqC_D2	RushSE_TuleA_D1	RushSE_TuleA_D2	RushSE_TuleB_D1	RushSE_TuleB_D2	RushSE_TuleC_D1	RushSE_CattailNLA_D1	RushSE_CattailNLA_D2	RushSE_CattailNLB_D1	RushSE_CattailNLB_D2	RushSE_CattailNLC_D1	RushSE_CattailNLC_D2	RushMan_CattailNLA_D2	RushMan_CattailNLB_D2	RushMan_CattailNLC_D1	RushMan_CattailNLC_D2	RushMan_ThreeSqA_D1	RushMan_ThreeSqA_D2	RushMan_ThreeSqB_D1	RushMan_ThreeSqB_D2	RushMan_ThreeSqC_D2	RushOxbow_ThreeSqA_D1	RushOxbow_ThreeSqA_D2	RushOxbow_ThreeSqB_D1	RushOxbow_ThreeSqB_D2	RushOxbow_ThreeSqC_D1	RushOxbow_ThreeSqC_D2	Joice_CattailNLA_D1	Joice_CattailNLA_D2	Joice_CattailNLB_D1	Joice_CattailNLB_D2	Joice_CattailNLC_D1	Joice_CattailNLC_D2	Joice_ThreeSqA_D1	Joice_ThreeSqA_D1_rd	Joice_ThreeSqA_D2	Joice_ThreeSqA_D2_rd	Joice_ThreeSqB_D1	Joice_ThreeSqC_D1	Joice_ThreeSqC_D2	Goodyear_PhragA_D2	Goodyear_PhragC_D2	White_CordA_D2	White_CordB_D2	White_ThreeSqA_D1	White_ThreeSqA_D2	White_ThreeSqB_D1	White_ThreeSqB_D2	White_ThreeSqC_D1	White_ThreeSqC_D2	Tolay_CordA_D2	Tolay_CordB_D2	Tolay_CordC_D2	China_Galinas_CordA_D2	China_Galinas_CordB_D2	China_Galinas_CordC_D2	China_Galinas_PWA_D1	China_Galinas_PWA_D2	China_Galinas_PWB_D1	China_Galinas_PWB_D2	China_Galinas_PWC_D1	China_Bullhead_CordA_D2	China_Bullhead_CordB_D2	China_Bullhead_CordC_D2	China_Galinas_PWC_D2	Muzzi_CordA_D2	Muzzi_CordB_D2	Muzzi_CordC_D2	Muzzi_PWA_D1	Muzzi_PWB_D1	Muzzi_PWB_D2	Muzzi_PWC_D1	Muzzi_PWC_D2
K01580	9.2903	9.0086	9.2406	9.0605	9.3553	9.1867	9.4629	9.0063	9.1972	9.0489	8.3371	8.8957	9.3537	9.6587	8.7089	9.5916	9.6647	10.377	9.7724	8.9972	9.6075	8.8199	9.5828	10.004	9.5351	10.153	9.8144	10.04	10.048	10.254	9.9252	10.047	10.347	10.027	10.406	9.9189	10.076	10.713	10.294	9.7196	10.339	10.447	10.241	10.426	9.444	10.104	10.109	10.374	9.9904	10.114	8.7762	9.6927	9.0938	9.3122	9.8012	9.3373	9.5912	9.3407	9.2637	9.3178	8.8728	10.422	10.223	10.005	10.208	10.247	10.146	10.082	9.9947	10.124	9.9463	10.186	10.028	10.515	10.967	10.053	10.163	9.9639	10.326	9.9857	10.111	10.323	10.631	10.744	10.084	10.799	9.6329	11.179	10.018	11.099	10.121	10.223	9.6145	9.8322	10.541	9.8322	10.301	9.7247	9.9855	10.216	10.748	10.498	10.921	11.103	10.666	10.412	10.336	10.545	10.531	10.498	10.125	10.176	10.309	11.546	11.675	11.214	10.959	11.628	11.471	11.904	11.082	10.545	10.228	10.391	11.12	10.995	11.412	10.963	11.149	11.566	11.138	10.909	10.661
K01581	11.622	11.542	11.597	11.457	11.618	11.476	11.511	11.388	11.331	11.42	11.306	11.405	11.532	11.557	11.578	11.534	11.422	11.458	11.385	11.55	11.385	11.613	11.169	10.87	11.195	10.909	10.905	10.906	10.516	10.822	10.75	10.785	10.528	10.721	11.001	11.136	11.365	10.499	11.02	10.611	10.837	10.541	10.779	10.6	11.187	10.752	10.993	10.604	10.725	10.543	11.23	11.23	11.362	11.129	11.271	11.082	11.083	11.216	11.261	11.066	11.188	11.102	10.91	11.041	10.926	11.109	11.144	10.825	11.061	10.872	11.135	10.963	10.913	10.878	10.819	10.804	11.165	10.86	11.193	10.758	10.781	11.037	11.011	10.986	10.928	11.071	10.698	10.725	10.6	10.87	10.616	10.729	10.627	10.672	11.031	10.775	10.985	10.64	10.749	10.668	10.803	10.693	10.187	10.293	10.488	10.411	10.454	10.545	10.417	10.434	10.292	10.324	10.205	9.935	10.542	9.8637	10.271	10.535	10.267	10.179	10.466	9.9903	10.014	9.9753	10.458	10.608	10.224	10.562	10.362	10.244	10.521	10.704	10.579
K01582	9.1359	9.0283	9.1127	9.0631	9.025	8.7786	8.8179	8.6711	8.5571	8.6495	8.7608	8.7816	8.6112	8.8321	7.9731	8.8769	8.8902	8.4307	8.7822	8.7392	8.556	8.7292	8.4888	8.1936	8.7579	8.1737	8.5215	8.2495	8.6541	8.6711	8.6135	8.6139	8.5376	8.4466	8.578	8.6948	8.6811	8.4801	7.9837	8.4906	8.4291	8.7221	8.5245	8.7757	8.0121	8.534	8.1988	8.4897	8.2544	8.6252	8.8456	8.5964	8.8114	8.6986	8.6493	8.7452	8.9612	8.5814	8.8164	8.7801	8.6912	8.3013	8.1436	8.3536	8.108	8.1704	8.3803	8.2392	8.4858	7.9489	8.275	8.027	7.7271	7.9019	8.3093	8.0846	8.033	7.5748	8.4142	7.7821	7.7925	7.626	7.7798	8.0379	7.3473	8.0245	7.5795	7.5302	7.1744	7.6169	7.3208	7.6317	7.551	7.2487	7.4019	7.3119	7.3723	7.5302	7.2719	7.4326	7.9996	8.1363	7.2402	7.5308	7.2404	7.1863	7.418	7.3819	7.3875	7.3061	7.2383	7.2625	7.1194	7.1155	7.1379	7.2164	7.3857	7.0436	6.6695	6.872	6.2791	7.1515	6.8002	7.0582	6.536	6.9614	6.9192	6.9583	6.5239	7.4299	6.6411	6.5798	6.3954
K01583	8.3243	7.9837	8.4225	8.019	8.4001	7.9615	8.4822	8.4037	7.8833	8.2061	8.4215	8.022	5.5309	5.9474	5.4212	5.9492	5.793	6.2916	5.2038	6.232	5.6422	5.9389	5.6994	7.0731	5.9883	6.2694	5.7417	6.5854	6.5706	7.2942	6.7766	7.5181	6.0342	7.5988	6.5439	7.2177	7.3844	6.4418	6.4278	7.4237	6.0305	6.607	6.7303	6.3564	7.3511	6.8553	7.2013	5.9654	7.1013	6.5896	8.2252	7.3917	8.1347	7.6243	7.8763	7.7165	7.3485	7.7831	7.683	7.333	7.7659	6.6249	5.8973	6.7962	6.3673	6.7443	6.5715	6.5348	6.6212	6.7993	6.7651	6.1904	5.3751	5.6825	5.9407	5.3455	7.1584	7.0016	6.2241	6.7791	6.859	6.9239	6.0855	6.5568	6.7036	6.3497	6.7688	6.1879	5.3997	6.0004	6.2698	6.7819	6.7707	6.4424	5.8428	6.4053	6.2394	6.1191	6.0765	6.3843	5.7954	6.4606	4.7637	4.829	4.883	4.6587	4.9162	5.2191	4.7194	4.648	4.5334	4.6164	4.9645	4.4235	4.8683	3.6752	4.3855	4.7508	4.8855	4.2962	3.7386	4.8518	3.7867	4.7706	4.8686	4.6671	4.9403	4.7032	4.352	4.0874	4.2552	4.0739	4.2542
K01584	11.811	11.654	11.779	11.598	11.797	11.596	11.642	11.644	11.438	11.536	11.573	11.525	10.441	10.87	10.007	10.802	10.806	10.8	10.802	10.995	10.144	10.654	10.046	9.5326	10.079	9.706	10.181	10.363	10.69	11.03	10.79	10.866	10.948	10.756	10.498	11.295	11.534	10.429	9.8738	10.369	9.4258	10.02	10.526	9.9899	10.457	10.628	9.9375	10.145	9.9879	10.505	11.474	11.227	11.713	11.459	11.169	11.459	11.401	11.374	11.451	11.383	11.509	10.978	10.46	11.056	10.458	10.835	10.948	10.781	10.912	10.628	11.015	10.375	9.6958	9.0996	10.739	10.29	10.786	10.41	10.734	10.423	10.454	9.9984	10.531	10.706	10.263	10.711	10.534	10.233	10.258	10.352	10.098	10.678	10.499	10.281	10.225	10.309	10.247	10.188	9.8655	9.9389	9.1506	8.9156	9.4512	9.5953	10.638	10.47	10.625	9.8539	9.627	10.099	9.4814	9.3293	9.1867	9.8085	9.9493	8.8266	9.3897	9.7337	9.189	8.7638	9.3303	8.846	8.8653	9.079	9.2709	9.171	10.806	9.2717	9.5118	10.674	10.355	10.025	10.008
K01585	12.07	11.986	12.086	11.934	12.138	11.954	12.286	12.098	12.05	12.134	12.32	12.068	11.348	11.728	11.563	11.814	11.64	11.899	11.176	12.079	11.386	11.886	11.914	11.557	11.755	11.497	11.806	11.602	11.784	11.92	11.811	11.828	11.832	11.863	11.518	11.842	12.062	11.532	11.536	11.76	11.234	11.256	11.666	11.17	12.101	11.573	11.485	11.455	11.494	11.602	12.506	12.079	12.54	12.264	12.22	12.286	12.067	12.336	12.025	12.217	12.199	12.273	11.947	12.468	11.928	12.13	12.51	12.164	12.609	12.117	12.538	11.823	11.324	10.73	11.956	11.783	12.202	12.048	12.161	12.039	12.025	11.865	11.804	12.113	11.978	12.165	12.245	11.926	11.873	12.014	11.979	12.384	12.122	12.22	12.15	12.063	12.127	12.341	11.933	11.878	11.403	11.356	12.145	12.113	12.349	12.325	12.366	11.84	11.76	12.015	11.921	11.712	11.859	12.204	11.734	11.58	11.627	11.864	11.835	11.635	11.833	11.537	11.687	11.74	11.859	11.675	12.185	11.769	11.958	12.386	12.234	12.102	12.104
K01586	12.769	12.638	12.768	12.659	12.74	12.64	12.696	12.641	12.62	12.604	12.6	12.622	12.675	12.769	12.95	12.7	12.673	12.611	12.676	12.685	12.862	12.673	12.908	12.739	12.944	12.82	12.791	12.778	12.727	12.79	12.751	12.724	12.741	12.677	12.782	12.725	12.846	12.781	12.569	12.669	12.683	12.69	12.764	12.691	12.762	12.661	12.701	12.616	12.648	12.64	12.711	12.701	12.695	12.664	12.658	12.588	12.674	12.571	12.772	12.704	12.738	12.874	12.753	12.836	12.779	12.842	12.922	12.849	12.984	12.859	12.857	12.76	12.912	12.803	12.865	12.933	12.737	12.68	12.832	12.594	12.653	12.858	12.669	12.774	12.721	12.849	12.687	12.737	12.836	12.723	12.783	12.771	12.673	12.626	12.748	12.752	12.815	12.667	12.712	12.752	12.836	12.831	12.854	12.865	12.624	12.659	12.661	12.781	12.705	12.764	12.67	12.658	12.679	12.671	12.612	12.875	12.795	12.764	12.731	12.74	12.744	12.74	12.602	12.699	12.715	12.771	12.647	12.713	12.672	12.661	12.638	12.725	12.639
K01587	4.2914	4.8164	4.4899	4.7248	3.9781	4.9937	4.4549	4.955	4.7163	4.7425	4.4561	5.0203	4.6346	3.9372	5.2307	4.2417	3.7927	3.7751	4.819	4.3818	4.8036	4.0061	4.0376	5.4	5.03	4.348	4.1904	3.9679	3.9864	4.4692	3.9965	4.1265	3.4497	4.0602	4.2851	4.0826	4.1536	3.5096	4.9695	4.7561	5.4576	5.1111	4.877	5.1083	5.0035	5.054	4.342	4.7726	5.2142	4.6489	3.7152	5.2046	4.1826	5.1381	4.3611	4.3611	5.1955	5.2585	5.8729	4.8478	5.0049	3.8139	4.3308	4.6051	4.2075	4.0949	4.2477	3.7983	3.4103	4.6089	3.3397	4.2978	4.8546	4.8851	3.8281	5.1297	4.5434	5.0216	3.9136	5.0662	4.9277	4.728	3.9769	4.2274	4.6468	3.4878	4.5528	3.8775	5.2155	4.2519	4.8449	5.0172	5.0803	5.1844	4.9261	5.746	4.6733	4.6153	4.8311	4.8111	5.2484	5.0033	4.5113	4.5872	3.537	4.2695	3.5591	4.4524	4.4367	4.2058	4.1312	4.2836	3.6623	3.2735	4.7576	5.3323	4.719	5.6671	4.2501	3.9803	4.4307	4.8518	4.7146	4.4334	4.68	4.4752	3.4715	4.1101	3.7774	3.7748	4.4369	4.304	4.6175
K01588	11.516	11.418	11.58	11.36	11.563	11.509	11.434	11.495	11.395	11.373	11.495	11.416	11.283	11.292	11.508	11.325	11.271	11.323	11.253	11.348	11.347	11.351	11.281	11.381	11.358	11.326	11.295	11.335	11.464	11.477	11.453	11.538	11.449	11.456	11.313	11.538	11.519	11.503	11.32	11.54	11.32	11.546	11.476	11.49	11.381	11.446	11.268	11.482	11.39	11.577	11.513	11.443	11.543	11.486	11.425	11.421	11.468	11.428	11.377	11.417	11.476	11.41	11.415	11.516	11.507	11.417	11.51	11.546	11.55	11.418	11.475	11.463	11.425	11.37	11.466	11.436	11.505	11.516	11.495	11.409	11.345	11.404	11.327	11.422	11.45	11.408	11.454	11.469	11.317	11.346	11.346	11.442	11.393	11.435	11.298	11.399	11.294	11.592	11.403	11.443	11.376	11.293	11.311	11.327	11.44	11.47	11.428	11.325	11.246	11.365	11.398	11.266	11.309	11.412	11.485	11.239	11.312	11.413	11.313	11.505	11.383	11.353	11.304	11.215	11.416	11.297	11.475	11.392	11.318	11.475	11.361	11.386	11.339
K01589	10.865	10.872	10.904	10.717	11.002	11.023	11.365	11.048	11.417	11.181	11.444	10.997	10.669	10.933	9.2866	11.334	10.981	11.577	10.651	11.44	10.329	11.094	10.301	10.768	10.162	10.566	10.757	10.689	11.365	11.203	11.245	11.185	11.265	11.215	11.177	11.299	11.3	11.494	11.046	11.045	10.957	11.29	11.277	11.179	10.771	11.123	11.054	11.232	11.102	11.343	11.134	11.05	11.243	11.078	11.394	11.322	10.919	11.252	10.763	11.052	10.911	11.585	11.38	11.586	11.179	11.524	11.594	11.168	11.453	11.066	11.665	11.172	10.043	10.248	11.63	10.433	11.429	11.32	11.636	11.157	11.265	10.965	11.322	11.675	11.389	11.635	11.186	11.462	10.34	11.555	10.815	11.189	10.655	11.145	11.326	10.698	10.957	11.274	10.939	10.753	10.82	10.768	10.806	11.008	11.382	11.247	11.224	10.703	10.708	10.873	11.128	10.763	10.951	11.475	11.376	10.575	10.712	11.132	10.939	11.057	10.929	10.668	10.788	10.909	10.978	10.924	11.61	11.102	11.128	11.787	11.431	11.118	11.072
K01590	6.1604	5.8519	5.7586	5.7032	6.2633	5.8308	5.8121	5.8935	6.134	6.018	5.747	6.1864	6.3252	6.008	6.3371	5.7662	6.0899	5.8998	6.1517	5.7871	6.3205	5.6408	6.9183	5.6742	6.4951	6.352	6.7509	6.0277	5.8526	5.662	5.6428	5.7694	5.7438	5.6799	5.6851	6.3139	6.2649	5.8023	5.8628	5.5106	5.6379	5.3671	5.9835	5.8751	5.9731	6.0163	5.2723	5.8634	5.5247	5.6627	5.0894	6.112	6.0834	5.9903	5.8928	6.0081	6.2326	6.075	5.8462	5.9163	6.063	7.0781	7.2507	7.3721	7.2948	7.2111	7.1287	6.9758	7.6178	7.1946	6.9777	7.1292	6.4986	5.7634	7.1089	6.6301	6.5304	6.9059	6.806	6.7218	6.4991	5.9665	6.8783	6.4613	5.924	6.7643	6.483	6.1879	5.8417	6.8266	6.2698	6.5217	5.8479	6.6144	6.751	6.5716	5.8812	6.6689	6.0948	6.1043	6.1312	6.4298	7.7056	7.8231	7.6939	7.3997	7.418	7.1134	7.5548	7.5888	7.8484	7.4443	7.8633	7.8889	7.105	7.6449	7.6623	6.463	6.8603	6.5832	5.9737	8.1368	8.2042	8.211	6.4222	6.8627	7.31	6.7599	6.8886	7.8814	6.6411	5.9122	6.3013
K01591	11.912	11.831	11.828	11.883	11.804	11.893	11.823	11.856	11.892	11.856	11.884	11.794	11.856	11.762	12.123	11.769	11.759	11.738	11.754	11.878	11.926	11.933	11.819	11.74	11.919	11.818	11.775	11.76	11.697	11.804	11.689	11.755	11.796	11.698	11.798	11.8	11.854	11.917	11.802	11.85	11.829	11.907	11.791	11.92	11.884	11.864	11.807	11.864	11.907	11.956	11.879	11.885	11.852	11.948	11.767	11.879	11.905	11.883	12.024	11.884	11.98	11.893	11.94	11.961	11.878	11.811	11.96	12.049	11.949	12.016	11.998	11.935	12.076	11.9	11.898	12.043	11.793	11.863	11.848	11.896	11.881	11.731	11.863	11.791	11.87	11.713	11.978	11.828	12.038	11.69	11.891	11.846	11.952	11.984	11.793	12.003	11.816	12.044	11.982	11.952	11.983	11.93	11.96	11.876	11.883	11.892	11.934	11.823	11.779	11.86	11.88	11.833	11.927	11.947	11.862	11.972	11.933	11.908	11.86	11.946	11.991	11.888	11.978	11.944	11.837	11.924	11.887	11.929	11.866	12.0	11.916	11.914	11.947
K01592	6.8887	6.8393	6.5451	6.7274	6.1636	6.4701	6.3355	6.3845	6.1538	5.9729	5.8593	6.6897	9.162	8.5604	9.5919	8.232	8.2604	7.3074	9.1853	7.3419	9.299	8.4406	9.0668	8.5247	9.086	8.924	8.4948	8.4506	6.9299	7.2341	7.005	6.8358	6.4031	7.0452	7.5074	6.9181	6.6727	7.0272	8.5367	7.9681	8.4887	7.6168	7.6366	7.7314	8.0483	7.5815	8.1651	7.7587	7.767	7.0194	6.059	6.508	5.5813	5.9419	5.9166	5.9858	6.6345	6.0264	6.711	6.3461	6.4738	6.3826	7.4106	6.2888	7.6481	6.7053	6.2763	7.3322	6.2459	7.5412	6.1529	7.3834	9.1629	9.3546	6.7021	8.5742	6.3474	6.9059	6.6369	6.9879	7.2814	6.0941	6.7109	6.0752	5.5394	5.8171	5.9767	6.0378	7.0794	5.7241	7.0805	6.131	6.3058	6.1937	6.6742	6.7323	6.425	6.7685	7.074	7.7608	7.0347	6.6988	6.8446	6.2201	5.9533	5.9394	5.8869	6.8789	6.3902	6.0695	6.2443	6.5028	6.4832	5.8717	6.1885	6.9549	7.1546	5.9056	6.2096	6.2214	5.9737	7.3095	8.0167	7.5254	6.5542	6.0187	6.0824	5.9164	6.3732	5.5091	6.0595	5.721	5.4676
K01593	11.081	11.003	11.001	10.898	10.999	10.9	10.892	10.965	11.09	10.84	10.799	10.979	10.618	10.492	10.498	10.562	10.468	10.717	10.74	10.524	10.534	10.383	10.372	10.833	10.289	10.57	10.459	10.577	11.175	11.321	11.108	11.27	11.346	11.247	10.844	11.17	11.129	11.077	10.981	11.359	10.96	11.511	11.061	11.332	10.921	11.26	10.882	11.418	11.2	11.558	10.878	11.073	10.772	11.006	10.834	10.896	10.952	10.822	10.761	10.899	10.838	10.925	11.174	10.777	11.033	10.822	10.784	10.991	10.808	10.921	10.739	10.913	10.408	10.384	10.967	10.731	10.743	10.75	10.747	10.807	10.743	10.672	10.871	10.809	10.866	10.805	10.857	10.845	10.648	10.76	10.659	10.417	10.593	10.784	10.627	10.559	10.65	10.822	10.6	10.579	10.962	10.973	10.923	11.016	10.594	10.713	10.719	10.596	10.715	10.677	11.0	11.052	11.203	10.83	10.787	10.831	10.847	10.475	10.814	10.802	10.787	11.027	11.127	10.996	10.753	10.579	10.938	10.576	10.484	10.811	10.854	10.806	10.619
K01594	3.808	3.6301	3.9278	4.0315	4.1627	3.8461	4.3	3.7802	4.4801	3.9516	4.0288	3.4695	4.1039	3.9372	3.7852	3.7821	3.9491	4.4142	4.0468	4.3212	4.296	3.8119	4.2258	4.3795	4.4991	4.4749	4.7652	4.4316	4.6098	5.3793	4.5576	4.3422	4.6971	4.826	4.2851	4.8918	4.4986	4.7315	4.5272	4.4364	4.1941	4.3241	4.3953	4.08	4.133	4.4654	4.1648	4.5227	4.7687	4.3137	4.237	4.1809	4.4908	4.741	4.1274	4.0393	3.82	3.9498	4.1163	4.582	4.0945	4.7209	4.6921	4.5413	4.3475	4.6412	4.6105	4.5814	4.702	4.4596	4.5276	4.8336	3.8171	3.942	4.8691	3.8376	4.9	4.374	4.6404	3.8219	4.3661	4.3638	4.3609	4.6901	4.1504	4.8084	4.6132	4.9343	4.13	4.5159	4.1323	4.0222	4.1175	4.8548	4.8713	4.421	4.842	4.4136	4.2956	4.292	4.1921	4.4363	5.2051	5.4231	4.883	4.9157	5.0196	4.515	4.899	5.2519	5.0013	4.8841	5.2334	5.1257	4.5055	4.9326	4.8598	4.5363	4.7237	4.9088	4.5456	5.3209	5.3643	5.0417	4.8085	5.0778	5.3444	5.1606	4.8018	4.7354	5.2652	4.6171	4.9473
K01595	12.121	12.093	12.136	12.089	12.226	12.185	12.376	12.224	12.453	12.379	12.385	12.277	12.129	12.328	11.359	12.541	12.37	12.603	12.228	12.637	11.866	12.45	11.872	12.193	11.896	12.079	12.198	12.11	12.262	12.448	12.309	12.306	12.463	12.462	12.414	12.452	12.598	12.522	12.235	12.362	12.197	12.415	12.39	12.448	12.255	12.292	12.191	12.368	12.396	12.432	12.263	12.377	12.501	12.374	12.493	12.503	12.513	12.492	12.209	12.445	12.332	12.628	12.545	12.666	12.414	12.493	12.711	12.594	12.598	12.42	12.748	12.497	11.807	12.041	12.788	12.238	12.616	12.531	12.586	12.611	12.527	12.418	12.668	12.774	12.683	12.695	12.524	12.587	12.417	12.629	12.496	12.451	12.555	12.55	12.519	12.46	12.445	12.615	12.451	12.43	12.444	12.323	12.403	12.58	12.553	12.583	12.618	12.27	12.272	12.333	12.502	12.308	12.354	12.876	12.526	12.248	12.226	12.597	12.496	12.453	12.569	12.237	12.23	12.29	12.507	12.43	12.893	12.522	12.594	12.832	12.841	12.826	12.702
K01596	12.952	12.794	12.93	12.706	12.933	12.655	12.871	12.671	12.629	12.693	12.715	12.626	12.415	12.709	12.754	12.666	12.486	12.651	12.342	12.755	12.602	12.748	12.854	12.643	12.913	12.655	12.77	12.575	12.695	12.808	12.752	12.643	12.684	12.594	12.575	12.646	12.586	12.98	12.554	12.394	12.423	12.439	12.659	12.453	12.816	12.347	12.654	12.477	12.385	12.391	12.834	12.641	12.91	12.721	12.78	12.619	12.545	12.608	12.716	12.624	12.685	12.907	12.723	12.938	12.779	12.886	13.032	12.826	13.009	12.777	13.003	12.635	12.733	12.585	12.914	12.717	12.798	12.504	12.732	12.459	12.561	12.789	12.483	12.667	12.462	12.722	12.536	12.716	12.48	12.721	12.427	12.706	12.522	12.388	12.639	12.502	12.677	12.382	12.413	12.445	12.552	12.518	12.704	12.655	12.315	12.333	12.467	12.462	12.562	12.502	12.662	12.684	12.687	12.134	12.314	12.688	12.767	12.365	12.31	12.555	12.351	12.663	12.623	12.602	12.313	12.337	12.078	12.309	12.36	12.083	11.99	12.049	11.992
K01597	8.3002	8.4099	8.4004	8.5114	8.4684	8.2984	8.3704	8.6674	8.6679	8.8145	8.6602	8.7975	8.6686	8.3471	8.9426	8.3375	8.7126	8.2776	8.2069	8.6289	8.556	8.5974	8.532	8.0576	8.7212	8.4532	8.7619	8.427	7.7818	7.5519	7.7632	7.5704	7.3298	7.1642	7.9566	7.3964	7.7632	7.9981	8.0671	8.0176	8.473	7.7373	7.8039	7.9575	8.4814	8.0778	8.0471	8.1136	8.2916	7.8065	8.2317	8.4144	8.3017	8.4966	8.151	8.6062	8.2183	8.744	8.4384	8.5904	8.4876	8.3804	8.6027	8.5642	8.8083	8.0303	8.8772	8.8695	8.9272	8.8993	8.7868	8.7196	8.5847	8.476	8.3355	8.9391	8.4354	8.756	8.6304	8.8027	8.7364	7.8225	8.512	8.2402	8.523	8.0411	8.5441	8.3141	8.8498	8.3758	8.9432	8.7657	8.808	9.3208	8.4736	9.1075	8.5218	9.4291	9.2486	8.6464	8.1348	8.0829	9.1842	9.2191	9.3019	9.5861	9.5087	9.0137	9.0591	9.1558	9.43	9.2663	9.3493	9.3067	8.7874	9.3276	9.3355	8.5536	8.9462	8.8443	8.7242	9.3918	9.4	9.379	8.5917	8.4807	9.3596	8.6361	8.7792	9.5839	9.0818	8.6932	8.9187
K01598	6.0325	6.1068	5.532	5.7032	6.0565	5.6137	5.8845	6.1278	6.0728	6.5494	5.56	6.1064	5.8294	5.7952	6.0232	5.7877	6.0254	5.9574	5.4599	5.8715	6.0828	6.0878	5.7881	5.6989	5.7698	5.6117	5.4204	5.4436	5.1681	5.2385	5.3769	5.5355	5.8068	5.5296	5.3017	5.5028	5.4681	4.8936	5.5762	5.5918	5.4576	5.0704	5.311	5.1791	5.6345	5.2341	5.2723	5.4769	5.3779	5.9503	5.304	5.906	5.7027	5.9903	5.9858	6.2332	5.9797	6.0988	6.244	6.1855	5.9203	5.77	5.6939	5.9709	5.6896	5.5867	5.9254	6.0435	6.1111	5.5146	6.4995	5.8	5.5334	5.5366	5.5494	6.0559	5.5393	5.3205	5.6421	5.782	6.1323	4.963	5.5155	5.3133	5.4074	5.5007	5.621	5.1182	5.7547	5.6186	5.6907	5.9728	5.7062	5.752	5.6945	5.1479	5.6011	5.8849	5.6984	5.5437	5.744	5.5568	5.4014	5.4231	6.1411	5.893	6.1796	5.4564	5.5594	6.0226	5.4633	5.5956	5.3127	5.9425	5.3575	5.8462	5.824	4.7508	4.9356	4.9088	4.7967	5.7337	5.4279	5.7407	5.3598	5.3223	5.7048	5.5054	5.0232	5.5738	5.3561	5.4393	5.8914
K01599	12.722	12.666	12.686	12.621	12.702	12.586	12.576	12.585	12.53	12.543	12.539	12.51	12.316	12.403	12.317	12.396	12.362	12.458	12.313	12.372	12.277	12.309	12.244	12.468	12.134	12.287	12.253	12.392	12.59	12.633	12.523	12.564	12.608	12.545	12.431	12.585	12.607	12.662	12.455	12.538	12.381	12.503	12.512	12.458	12.558	12.476	12.495	12.458	12.443	12.52	12.651	12.583	12.622	12.618	12.554	12.492	12.646	12.445	12.66	12.594	12.647	12.562	12.542	12.562	12.54	12.608	12.566	12.532	12.598	12.436	12.566	12.53	12.143	12.383	12.521	12.365	12.553	12.524	12.518	12.508	12.465	12.621	12.445	12.543	12.485	12.629	12.582	12.489	12.495	12.448	12.474	12.509	12.483	12.477	12.523	12.495	12.525	12.517	12.452	12.375	12.483	12.487	12.574	12.545	12.474	12.504	12.496	12.497	12.54	12.576	12.6	12.58	12.618	12.561	12.387	12.55	12.567	12.61	12.386	12.298	12.584	12.626	12.624	12.649	12.518	12.599	12.435	12.566	12.566	12.502	12.431	12.62	12.594
